,instance_index,receiver_polygon_area,transmitter_polygon_area,adversary_domain_pass_count,alpha_angle,avg_distance_receiver_adversary_boundaries,avg_distance_transmitter_adversary_boundaries,min_distance_transmitter_adversary_boundaries,min_distance_receiver_adversary_boundaries,adversary_friend_area_ratio,adversary_friend_area_ratio_reduced
3134,3189,436.27281434682277,670.0159661352114,1,82.87119934328793,32.86816936715526,28.68864136943504,0.0,3.647038430672108,0.1489789128876663,0.00025616352333858645
3135,3190,539.8449392041509,384.27295515217673,1,75.97837857584955,28.863040220642926,34.436230246593524,8.920309904683819,0.0,0.09467101185401956,0.046508394994852646
3136,3191,351.31621378855897,133.98804074952304,0,85.02155703611915,30.11237220131975,27.5371995480044,0.0,0.0,0.0,0.0
3137,3192,144.94769895194963,680.1839390177146,1,58.03540997376982,33.13410336495792,33.451412594278125,0.0,6.846318363558452,0.11258767280811356,0.029746442939034935
3138,3193,635.1780419538258,72.66034017569532,1,29.71954511560245,28.72843997959629,30.886614733405708,0.0,0.0,0.5465418757613895,0.5706988330112058
3139,3194,29.51312464670596,105.72253942640758,2,37.01816263622731,35.11629507663169,28.330285711638474,0.0,0.0,0.5474780094312873,0.4278384205694187
3140,3195,55.165259132489325,628.6855391732201,1,62.08320061772084,31.703734473598757,32.67687240816033,0.0,0.0,0.2555545843738151,0.2709230037006448
3141,3196,625.134419478481,661.4203747298205,1,61.43370140479473,24.688672185056348,34.29096918119677,0.0,0.0,0.32361725102439926,0.28247570833005425
3142,3197,707.9225427144502,313.5216518390439,1,91.90267617700911,17.409482145575875,26.404572063152074,0.0,0.0,0.19143827778659683,0.006254983263600647
3143,3198,134.08890773933845,118.07470434020367,1,81.19487679629962,34.79831502882403,16.35792372985468,0.0,0.0,0.5457784694790955,0.6835270989495198
3144,3199,131.27103131650117,203.46673572443993,1,67.26473619077612,18.883572520760268,32.59130208916448,0.0,0.0,0.2228270370261552,0.14111548252304185
3145,3200,168.37940017119024,416.70932845754993,2,34.639611898238215,32.83136074204144,18.04759308919393,0.0,0.0,0.4145480014620277,0.2780522458690876
